product_id,name,short_description,price,original_price,discount_rate,rating_average,review_count,category_name,brand_name,url
56889347,Chuột Không Dây HXSJ X50 Plus - Hàng Chính Hãng,"Thiết kế sang trọngChuột Không Dây HXSJ X50 được thiết kế với các đường cong uốn lượn, bo tròn và ôm sát lòng bàn tay, giúp người sử dụng giảm bớt sự đau mỏi của cổ tay và ngón tay. Hai bên thân chu...",125000,245000,49,4.3,577,,HXSJ,chuot-khong-day-hxsj-x50-plus-hang-chinh-hang-p56889347.html?spid=56889351
273438724,"Điện Thoại Samsung A05s 4GB/128GB , Snapdragon 680 , Sạc nhanh 25W - Hàng Chính Hãng","Thông số kỹ thuậtMàn hình6.7 inch, PLS LCD, FHD+, 1080 x 2400 PixelsCamera sau50.0 MP + 2.0 MP + 2.0 MPCamera Selfie13.0 MPRAM4 GBBộ nhớ trong128 GBCPUSnapdragon 680Dung l...",2990000,3990000,25,0.0,0,,Samsung,dien-thoai-samsung-a05s-4gb-128gb-snapdragon-680-sac-nhanh-25w-hang-chinh-hang-p273438724.html?spid=273438726
58097686,Đồng hồ nam chính hãng Lobinni No.12028-3,Nhãn hiệu LOBINNIMã sản phẩm No.12028-3Giới tính NamKiểu máy Automatic (Máy Cơ)Đường kính mặt 39.8 mmĐộ dày 7.9 mmChất liệu vỏ Thép không gỉ 316LChất liệu dây Dây da cao cấpChất liệu mặt kính ...,10214286,10214286,0,0.0,0,,Lobinni,dong-ho-nam-chinh-hang-lobinni-no-12028-3-p58097686.html?spid=58097694
44328989,Tai nghe Nhét Tai Earphone Legaxi Hifi Đàm Thoại Cao Cấp - Hàng chính hãng,"Thông tin sản phẩm: Chất lượng âm thanh nổi Hifi tuyệt vời Thoải mái khi sử dụngChất liệu nhôm thanh lịch cao cấpTương thích với tất cả các thiết bị hỗ trợ jack cắm 3,5mm Hỗ trợ Micrô để trả lời cuộc...",155000,155000,0,5.0,2,,Legaxi,tai-nghe-nhet-tai-earphone-legaxi-hifi-dam-thoai-cao-cap-hang-chinh-hang-p44328989.html?spid=44328994
205752358,Tai Nghe Điện Thoại PKCB323 Thoại Cổng 3.5mm - Hàng Chính Hãng,"Tai Nghe Nhét Tai có thiết kế nhỏ gọn, kiểu dáng ấn tượng phần đệm tai nghe êm ái, cho bạn cảm giác thoải mái sử dụng liên tục cả ngày dài. ...",85000,160000,47,4.8,44,,PKCB,tai-nghe-dien-thoai-pkcb323-thoai-cong-3-5mm-hang-chinh-hang-p205752358.html?spid=205752359
136116263,Bàn phím SIMETECH SK212 siêu bền - hàng chính hãng,"Bàn phím Simetech SK-212 Chính hãng có dây USBĐặc điểm nổi bật:- Kích thước bàn phím: 43 x 13 x 3cm- Kết nối: USB 2.0, tương thích mọi hệ điều hành- Các nút phím giúp người dùng có cảm giác rất êm...",195000,195000,0,0.0,0,,Simetech,ban-phim-simetech-sk212-sieu-ben-hang-chinh-hang-p136116263.html?spid=136116264
107018282,Điện Thoại Khúc Khích,"Điện Thoại Khúc Khích dành cho trẻ trên 1 tuổi được sản xuất từ chất liệu nhựa ABS an toàn cho bé Sản phẩm dùng pinĐiện thoại là một thiết bị không thể thiếu trong cuộc sống hiện đại, với mong muốn...",96000,130000,26,4.6,5,,Duka,dien-thoai-khuc-khich-p107018282.html?spid=109405782
13060147,Tai Nghe Nhét Tai New4all CK7 Sport Earphone Kèm Mic - Hàng Chính Hãng,Tai Nghe Nhét Tai New4all CK7 Sport Earphone Kèm Mic - Hàng Chính Hãng:Thương hiệu: New4allModel sản phẩm: New4all-CK7Loại tai nghe: Tai nghe in-ear SportPhích cắm: Loại thẳngJack cắm: 3.5 mm...,169000,169000,0,3.0,2,,New4all,tai-nghe-nhet-tai-new4all-ck7-sport-earphone-kem-mic-hang-chinh-hang-p13060147.html?spid=14677726
111063093,Bàn phím chơi game có dây HXSJ V700 61 phím dành cho Game / Văn phòng ,"Features:Volume adjustment, FN+R key is volume reduction, FN+T key is volume increase, FN+Y key is mute.Backlight adjustment, RGB cool horse racing lighting, 6 backlight effects+8 backlight color sw...",451000,451000,0,0.0,0,,HXSJ,ban-phim-choi-game-co-day-hxsj-v700-61-phim-danh-cho-game-van-phong-p111063093.html?spid=111063094
274180163,Chuột Không Dây GX9 - Bluetooth + Wireless 2.4G - Pin sạc - Chống ồn -Dru-hàng chính hãng ,Mô tả sản phẩm- Chuột Không Dây GX9 - Bluetooth + Wireless 2.4G - Pin sạc - Chống ồn- Kết Nối : Bluetooth + Wireless 2.4G- Độ Nhạy: 2400dpi- Led RGB hiệu ứng chuyển màu liên tục- Số Key : 5 (Left ...,210000,210000,0,3.7,6,,DRU,chuot-khong-day-gx9-bluetooth-wireless-2-4g-pin-sac-chong-on-dru-hang-chinh-hang-p274180163.html?spid=274181006
275220553,Bàn phím máy C50 Winterhalter - 30013885 - Hàng chính hãng,"Bàn phím máy C50 - 30013885 là phụ tùng của máy rửa chén Winterhalter.Công dụng: Điều khiển hoạt động của máy rửa chén.Gía đã bao gồm VAT theo qui định hiện hànhMiễn phí lắp đặt nội thành HCM, Hà N...",4558680,4558680,0,0.0,0,,WINTERHALTER,ban-phim-may-c50-3001885-p275220553.html?spid=275257707
271235147,Điện thoại Oppo A58 (6GB/128GB) - Hàng chính hãng,"Điện thoại Oppo A58 (6GB/128GB)Màn hình: IPS LCD 6.72"", Full HD+ (1080 x 2400 Pixels)Hệ điều hành: Android 13Camera sau: 50 MP,F/1.8 (chính) + 2 MP, F/2.4 (Xóa phông)Camera trước: 8 MP, F/2.0Chi...",3939000,4990000,21,0.0,0,,OPPO,dien-thoai-oppo-a58-6gb-128gb-hang-chinh-hang-p271235147.html?spid=271235149
276166741,Điện thoại Tecno SPARK GO 1 ( 4GB - 64GB) - Hàng Chính Hãng,"Điện thoại Tecno Spark Go 1 được trang bị màn hình IPS LCD 6.67inch với độ phân giải HD+ (700 x 1600 pixel), đảm bảo mang đến trải nghiệm hiển thị sắc nét. Kèm theo đó là chipset Unisoc T615 tám nhân ...",1990000,2490000,20,5.0,14,,Tecno,tecno-spark-go-1-4gb-64gb-hang-chinh-hang-p276166741.html?spid=276166858
173357141,BÀN PHÍM CƠ MOTOSPEED CK82 (BLACK AND PINK) giao màu ngẫu nhiên - Hàng chính hãng,"Phím chức năng đa phương tiện dễ sử dụng.Tốc độ phản hồi nhanh với Anti-Ghosting đảm bảo trải nghiệm chơi Game ổn định.Sử dụng Layout TKL 87 phím nhỏ gọn, thuận tiện cho người dùng dễ dàng mang the...",1050000,1050000,0,0.0,0,,Motospeed,ban-phim-co-motospeed-ck82-black-and-pink-giao-mau-ngau-nhien-hang-chinh-hang-p173357141.html?spid=173357142
168230999,Bàn phím có dây Logitech K120 - Hàng chính hãng,"Bàn phím có kích thước đầy đủ dễ dàng sử dụngPhím cách uốn cong mang đến trải nghiệm gõ thoải mái, quen thuộcChỉ cần cắm vào cổng USB là bàn phím đã sẵn sàng hoạt độngThiết kế chống đổ tràn bền bỉ...",169000,169000,0,0.0,0,,Logitech,ban-phim-co-day-logitech-k120-hang-chinh-hang-p168230999.html?spid=252847690
59430997,Đồng hồ nam chính hãng Teintop T7016-10,Mã sản phẩm T7016-10Giới tính NamKiểu máy Quartz ( Chạy pin )Đường kính mặt 41 mmĐộ dày 10 mmChất liệu vỏ Thép không gỉ 316LChất liệu dây Thép không gỉ 316LChất liệu mặt kính SapphireKhả năng ...,1700000,1700000,0,0.0,0,,TEINTOP,dong-ho-nam-chinh-hang-teintop-t7016-10-p59430997.html?spid=59430998
171085917,Chuột Không Dây đa kết nối Q13B - Bluetooth 5.2 -  Wireless USB 2.4ghz - Pin sạc - chống ồn - hàng nhập khẩu,. Chuột Không Dây Q13B - Bluetooth 5.2 - Wireless 2.4ghz - Pin sạc - chống ồn. Kết Nối : Bluetooth 5.0 + USB Wireless 2.4G. Chuyển đổi nhanh chế độ Bluetooth và usb bằng công tắc. Khoảng cách K...,155000,155000,0,4.0,2,,TWOLF,chuot-khong-day-da-ket-noi-q13b-bluetooth-5-2-wireless-usb-2-4ghz-pin-sac-chong-on-hang-nhap-khau-p171085917.html?spid=171085919
113492063,Chuột không dây FUHLEN A06 - Hàng nhập khẩu,"Kiểu giao tiếp: USB, Không dây Tốc độ: 30 inches/giây Độ phân giải: 1000 dpi Di chuyển nhẹ nhàng không kén bề mặt Kiểu dáng sang trọng, hiện đại Khả năng kết nối thông minhKiểu dáng sang trọng, hiện ...",130000,130000,0,0.0,0,,Fuhlen,chuot-khong-day-fuhlen-a06-hang-nhap-khau-p113492063.html?spid=113492064
252174435,Máy Tính Xách Tay Laptop Lenovo IdeaPad Slim 5 15ITL05 (Core i5 1135G7/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 15.6inch Full HD/ Windows 11 Home/ Grey) - Hàng Chính Hãng,"ĐẶC ĐIỂM NỔI BẬT16GB Ram onboard - Cân tốt các phần mềm năng, cho phép mở nhiều ứng dụng cùng lúc512GB SSD, 1 khe 2.5 inch HDD trống - Khả năng nâng cấp vượt trộiChip intel Core i5 - 1135G7 xử lý...",16740000,16740000,0,0.0,0,,Lenovo,may-tinh-xach-tay-laptop-lenovo-ideapad-slim-5-15itl05-core-i5-1135g7-16gb-512gb-ssd-intel-iris-xe-graphics-15-6inch-full-hd-windows-11-home-grey-hang-chinh-hang-p252174435.html?spid=252174436
276508771,[Phiên bản đặc biệt tặng 30+ Ứng dụng] Máy tính bảng Joystar J10 - Hàng chính hãng -Bảo vệ mắt - Chống ánh sáng xanh,MÁY TÍNH BẢNG BẢO VỆ MẮT JOYSTAR J10 I. TỔNG QUAN VỀ SẢN PHẨM1. Tên sản phẩm: Máy tính bảng bảo vệ mắt Joystar J102. Thương hiệu: Joystar (thuộc Công ty CP Masscom Việt Nam)3. Đối tượng sử dụng: ...,3490000,3490000,0,0.0,0,,JoyStar,phien-ban-dac-biet-tang-30-ung-dung-may-tinh-bang-joystar-j10-hang-chinh-hang-bao-ve-mat-chong-anh-sang-xanh-p276508771.html?spid=276508775
276508788,[Phiên bản đặc biệt tặng 20+ Ứng dụng] Máy tính bảng Tab8 Kidzone-1 đổi 1 trong vòng 100 ngày - Hàng chính hãng,"Tablet Giáo dục Masstel Kidzone - Hàng chính hãng - Tặng gói học NEXTA TIỂU HỌC + ICANKID + KHAN KIDSGiới hạn thời gian sử dụng, đảm bảo trẻ không bị nghiện máy tính bảngKidZone được tích hợp ứng...",1490000,1490000,0,0.0,0,,JoyStar,phien-ban-dac-biet-tang-30-ung-dung-may-tinh-bang-quan-ly-thoi-gian-su-dung-danh-cho-tre-em-tab8-kidzone-1-doi-1-trong-vong-100-ngay-p276508788.html?spid=276508789
158867582,Tai Nghe Có Dây Earbuds PKCB Jack 3.5mm Điện Thoại Máy Tính - Hàng Chính Hãng,Tai Nghe Có Dây Earbuds PKCB Jack 3.5mm Điện Thoại Máy Tính - Hàng Chính HãngEarpods PKCB chính hãng - Thiết kế thông minh cùng trang bị microphone và các phím điều chỉnh tiện dụngTai nghe PKCB Earp...,160000,260000,38,4.5,19,,PKCB,tai-nghe-co-day-earbuds-pkcb-jack-3-5mm-dien-thoai-may-tinh-hang-chinh-hang-p158867582.html?spid=158867583
274919559,Máy Chụp Ảnh Lấy Liền Đen Sành Điệu Đen COOLKIDS S9/BLK,Máy Chụp Ảnh Lấy Liền Đen Sành Điệu S9/BLKMáy chụp hình lấy liền với kiểu dáng polaroid vừa sành điệu vừa mang nét cổ điển hứa hẹn sẽ đem đến cho bạn một trải nghiệm vô cùng thú vị.Thông tin chi tiế...,1699000,1699000,0,0.0,0,,Coolkids,may-chup-anh-lay-lien-den-sanh-dieu-den-coolkids-s9-blk-p274919559.html?spid=274919561
274405521,Điện Thoại Samsung A05 4GB/64GB - Hàng Chính Hãng,"Điện Thoại Samsung A05 4GB/64GB - Hàng Chính HãngBộ sản phẩm bao gồm: Thân máy, cáp dữ liệu, tài liệu hướng dẫn, dụng cụ lấy sim.Trang bị màn hình kích thước lớn-Trang bị công nghệ PLS LCD với kíc...",2449000,2990000,18,3.8,4,,Samsung,dien-thoai-samsung-a05-4gb-64gb-hang-chinh-hang-p274405521.html?spid=274405523
270975124,Điện Thoại Oppo A58 6GB/128GB - Hàng Chính Hãng ,"OPPO A58 - chiếc điện thoại kế nhiệm nhà OPPO dự kiến sẽ có những thiết kế nổi bật ngoài sự mong đợi. Điện thoại sở hữu cấu hình ấn tượng với chip Dimensity 700 và khả năng đa nhiệm của RAM 8G, bộ nhớ...",4090000,4990000,18,5.0,124,,OPPO,dien-thoai-oppo-a58-6gb-128gb-hang-chinh-hang-p270975124.html?spid=270975156
114399409,Chuột Không Dây Forter M701y Dual Mode - 2 Chế Độ Wireless + Bluetooth (Màu Ngẫu Nhiên) - Hàng Chính Hãng,"Hãng Sản Xuất: ForterModel: M701yĐộ phân giải: 1500 DPIThiết kế chắc chắn,dễ dàng trong quá trình sử dụng Độ nhạy chuột cao Tuổi thọ pin dài lên đến 12 tháng Khoảng cách hoạt động lên đến 20MTích hợp ...",199000,199000,0,0.0,0,,Forter,chuot-khong-day-forter-m701y-dual-mode-2-che-do-wireless-bluetooth-mau-ngau-nhien-hang-chinh-hang-p114399409.html?spid=114399410
49866934,Túi Máy Ảnh Peak Design Cube Large - Hàng Nhập Khẩu,"Travel Camera Cube (Large) từ Peak Design là một phần của hệ thống ngăn giúp tăng cường khả năng sắp xếp nội dung của túi Travel sê-ri Peak Design. Được thiết kế đặc biệt để lưu trữ máy ảnh, video, âm...",2749999,2749999,0,0.0,0,,Peak Design,tui-may-anh-peak-design-cube-large-hang-nhap-khau-p49866934.html?spid=185705994
